id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augmentation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,score_revenu,score_environnement_travail,score_mobilite_externe,score_mobilite_interne,score_equilibre_pro_perso
170,49,F,6567,Marie(e),Consulting,Tech Lead,1,16,15,11,3,3,2,1,3,2,Non,14,Non,0,2,20,4,Transformation Digitale,Occasionnel,5,11,38.73,46.47,93.75,73.33,53.87
171,43,F,4739,Celibataire,Consulting,Assistant de Direction,4,18,3,2,2,4,1,3,4,3,Non,12,Non,0,2,28,3,Transformation Digitale,Frequent,1,2,39.64,61.18,16.67,66.67,42.56
174,50,F,9208,Celibataire,Commercial,Cadre Commercial,4,16,2,2,3,3,3,4,4,3,Non,11,Non,0,3,12,3,Marketing,Frequent,2,1,42.85,80.59,12.5,100.0,56.85
175,31,F,4559,Marie(e),Commercial,Cadre Commercial,3,4,2,2,2,1,2,3,3,3,Oui,11,Oui,1,2,20,3,Infra & Cloud,Occasionnel,2,2,34.77,51.18,50.0,100.0,37.2
176,41,M,8189,Divorce(e),Commercial,Cadre Commercial,3,12,9,7,3,3,3,3,3,3,Oui,13,Non,1,2,9,1,Infra & Cloud,Occasionnel,0,7,50.19,64.12,75.0,77.78,47.02
177,26,F,2942,Marie(e),Ressources Humaines,Ressources Humaines,1,8,8,7,3,3,1,3,4,3,Non,23,Non,1,3,25,1,Infra & Cloud,Occasionnel,5,7,53.64,74.12,100.0,87.5,57.74
178,36,M,4941,Divorce(e),Consulting,Tech Lead,6,7,3,2,2,3,2,2,4,3,Non,20,Non,2,0,6,2,Transformation Digitale,Occasionnel,0,1,61.05,50.59,42.86,66.67,74.7
179,51,M,10650,Celibataire,Consulting,Tech Lead,2,18,4,2,1,1,3,4,4,3,Non,15,Oui,0,2,8,4,Infra & Cloud,Frequent,0,3,59.18,61.76,22.22,50.0,60.42
182,39,F,5902,Marie(e),Commercial,Cadre Commercial,4,17,15,11,4,2,2,3,3,4,Non,14,Non,1,1,4,4,Infra & Cloud,Occasionnel,5,9,37.57,75.29,88.24,73.33,84.82
183,25,M,8639,Marie(e),Commercial,Cadre Commercial,2,6,2,2,1,2,2,3,4,3,Non,18,Non,0,3,28,3,Infra & Cloud,Occasionnel,2,2,58.36,51.18,33.33,100.0,55.06
184,30,M,6347,Marie(e),Ressources Humaines,Ressources Humaines,0,12,11,9,3,3,2,4,4,1,Oui,19,Non,0,2,9,3,Ressources Humaines,Occasionnel,4,7,52.33,84.12,91.67,81.82,30.36
190,32,F,4200,Celibataire,Consulting,Consultant,7,10,5,4,1,3,1,1,1,4,Non,22,Oui,0,2,9,3,Transformation Digitale,Occasionnel,0,4,64.47,2.35,50.0,80.0,80.36
192,45,M,3452,Celibataire,Consulting,Assistant de Direction,5,9,6,5,3,3,1,4,2,2,Non,13,Non,0,2,29,3,Transformation Digitale,Occasionnel,0,3,41.96,61.76,66.67,83.33,45.83
193,38,F,4317,Celibataire,Consulting,Assistant de Direction,3,19,3,2,4,3,2,3,2,3,Oui,20,Non,0,2,3,5,Entrepreunariat,Occasionnel,2,2,55.56,61.18,15.79,66.67,52.38
194,30,F,2632,Celibataire,Consulting,Assistant de Direction,1,5,5,4,1,3,1,3,3,2,Non,14,Non,0,4,18,3,Infra & Cloud,Occasionnel,0,4,42.89,42.35,100.0,80.0,55.65
195,32,M,4668,Divorce(e),Commercial,Cadre Commercial,0,9,8,7,4,1,2,4,4,4,Non,17,Non,3,2,9,2,Transformation Digitale,Frequent,0,7,53.5,94.12,88.89,87.5,67.86
197,30,F,3204,Divorce(e),Consulting,Assistant de Direction,5,8,3,2,4,3,1,1,4,3,Non,14,Non,1,3,5,3,Entrepreunariat,Occasionnel,2,2,39.49,61.18,37.5,66.67,75.6
198,30,M,2720,Celibataire,Consulting,Consultant,0,6,5,3,2,2,1,4,4,3,Non,13,Non,0,3,2,1,Transformation Digitale,Occasionnel,1,2,38.49,71.18,83.33,60.0,78.27
199,41,M,17181,Divorce(e),Consulting,Senior Manager,4,21,7,6,4,2,4,1,2,2,Non,13,Non,1,2,10,3,Infra & Cloud,Frequent,7,7,50.42,44.12,33.33,85.71,50.3
200,41,M,2238,Marie(e),Consulting,Consultant,2,7,5,0,3,3,1,1,4,3,Non,21,Non,1,2,9,4,Infra & Cloud,Occasionnel,1,4,56.51,52.35,71.43,0.0,72.02
201,19,F,1483,Celibataire,Consulting,Consultant,1,1,1,0,2,3,1,2,4,3,Non,14,Non,0,3,3,1,Transformation Digitale,Occasionnel,0,0,40.9,50.0,100.0,0.0,77.38
202,40,F,5605,Divorce(e),Consulting,Assistant de Direction,1,20,20,7,2,3,2,2,1,3,Non,11,Non,1,2,26,3,Transformation Digitale,Frequent,2,13,36.59,27.65,100.0,35.0,44.35
204,35,M,7295,Marie(e),Commercial,Cadre Commercial,1,10,10,8,3,3,3,2,1,3,Non,13,Non,2,3,1,5,Marketing,Occasionnel,0,6,48.64,33.53,100.0,80.0,79.17
205,53,M,2306,Marie(e),Commercial,Representant Commercial,2,13,7,7,2,3,2,3,4,1,Oui,20,Non,1,3,6,2,Marketing,Occasionnel,4,5,47.67,62.94,53.85,100.0,33.04
206,45,M,2348,Divorce(e),Consulting,Consultant,8,20,17,9,2,3,2,2,3,1,Non,18,Non,1,2,9,3,Infra & Cloud,Occasionnel,0,15,51.83,48.82,85.0,52.94,55.36
207,32,F,8998,Celibataire,Commercial,Cadre Commercial,1,9,9,8,2,3,3,4,4,3,Non,14,Non,0,2,8,3,Marketing,Frequent,3,7,47.35,74.12,100.0,88.89,60.42
208,29,M,4319,Marie(e),Consulting,Tech Lead,1,10,10,7,4,3,2,3,1,3,Non,13,Non,1,1,1,1,Entrepreunariat,Aucun,0,9,43.47,55.29,100.0,70.0,91.67
211,51,M,6132,Marie(e),Consulting,Tech Lead,2,10,1,0,2,2,2,3,3,3,Non,17,Non,0,2,7,4,Transformation Digitale,Occasionnel,0,0,56.05,50.0,10.0,0.0,73.81
214,58,F,3346,Marie(e),Consulting,Assistant de Direction,4,9,1,0,2,2,1,2,2,2,Oui,20,Non,1,3,9,3,Transformation Digitale,Occasionnel,0,0,58.28,30.0,11.11,0.0,38.69
215,40,M,10855,Marie(e),Commercial,Cadre Commercial,7,15,12,11,3,2,3,4,1,2,Non,11,Non,1,2,4,4,Marketing,Occasionnel,2,11,45.71,56.47,80.0,91.67,68.15
216,34,F,2231,Marie(e),Commercial,Representant Commercial,6,6,4,3,3,3,1,3,4,3,Non,18,Non,1,3,2,4,Marketing,Frequent,1,2,49.42,71.18,66.67,75.0,65.77
217,22,M,2323,Marie(e),Consulting,Assistant de Direction,1,2,2,2,3,3,1,4,1,3,Non,24,Non,2,6,19,1,Transformation Digitale,Occasionnel,2,2,61.53,51.18,100.0,100.0,63.1
218,27,M,2024,Divorce(e),Consulting,Assistant de Direction,6,6,2,2,4,3,1,2,4,1,Non,18,Non,1,1,9,3,Transformation Digitale,Aucun,2,2,46.86,71.18,33.33,100.0,67.86
221,28,M,2713,Marie(e),Consulting,Assistant de Direction,1,5,5,2,3,3,1,4,3,1,Non,11,Non,1,2,21,3,Transformation Digitale,Occasionnel,0,2,35.96,71.18,100.0,40.0,44.64
223,57,M,9439,Divorce(e),Consulting,Manager,3,12,5,3,3,4,3,4,2,1,Oui,16,Non,1,2,24,2,Infra & Cloud,Occasionnel,1,4,57.24,62.35,41.67,60.0,16.96
224,27,M,2566,Divorce(e),Consulting,Assistant de Direction,1,1,1,1,3,2,1,3,4,2,Oui,15,Non,1,2,3,3,Transformation Digitale,Aucun,0,1,45.13,70.59,100.0,100.0,56.55
226,50,F,19926,Celibataire,Consulting,Senior Manager,3,21,5,4,3,3,5,2,2,3,Non,15,Non,0,5,11,3,Infra & Cloud,Occasionnel,4,4,66.5,42.35,23.81,80.0,70.24
227,41,M,2451,Divorce(e),Consulting,Assistant de Direction,4,13,9,8,1,3,1,3,1,3,Non,12,Non,1,2,14,3,Infra & Cloud,Occasionnel,1,8,35.66,24.71,69.23,88.89,67.56
228,30,F,9419,Marie(e),Commercial,Cadre Commercial,2,12,10,9,2,3,3,4,3,3,Non,12,Non,1,2,5,3,Infra & Cloud,Occasionnel,7,4,34.57,62.35,83.33,90.0,75.6
230,38,F,8686,Celibataire,Commercial,Cadre Commercial,4,12,8,3,1,2,2,4,3,4,Non,22,Non,0,2,1,4,Infra & Cloud,Occasionnel,0,7,72.27,54.12,66.67,37.5,87.5
231,32,M,3038,Celibataire,Consulting,Assistant de Direction,3,8,5,4,3,3,1,3,1,3,Non,20,Non,0,2,6,5,Infra & Cloud,Occasionnel,1,4,55.54,42.35,62.5,80.0,74.7
233,27,M,3058,Marie(e),Consulting,Assistant de Direction,0,6,5,2,3,3,1,2,4,2,Oui,16,Non,1,3,17,3,Entrepreunariat,Occasionnel,1,1,46.15,60.59,83.33,40.0,31.55
235,19,F,2325,Celibataire,Commercial,Representant Commercial,0,1,0,0,3,1,1,1,1,4,Non,21,Oui,0,5,1,1,Entrepreunariat,Frequent,0,0,58.86,20.0,0.0,0.0,75.0
238,36,M,2088,Celibataire,Consulting,Consultant,4,13,8,7,4,3,1,2,3,2,Non,12,Non,0,3,3,2,Transformation Digitale,Frequent,7,2,21.83,61.18,61.54,87.5,56.55
239,30,M,3072,Divorce(e),Consulting,Consultant,1,12,12,9,3,3,2,1,3,3,Non,11,Non,2,4,9,3,Transformation Digitale,Aucun,6,10,23.38,45.88,100.0,75.0,84.52
240,45,F,5006,Divorce(e),Commercial,Cadre Commercial,4,9,5,4,3,3,2,1,1,4,Oui,11,Non,1,3,4,2,Infra & Cloud,Occasionnel,0,3,39.95,21.76,55.56,80.0,59.82
241,56,F,4257,Divorce(e),Consulting,Assistant de Direction,4,19,2,2,3,3,1,1,3,3,Oui,18,Non,1,3,8,3,Infra & Cloud,Occasionnel,2,2,50.74,41.18,10.53,100.0,47.92
242,33,M,2500,Celibataire,Consulting,Assistant de Direction,0,4,3,1,3,3,1,4,1,4,Non,14,Non,0,2,2,3,Infra & Cloud,Occasionnel,0,2,42.66,51.18,75.0,33.33,86.61
243,19,M,1102,Celibataire,Consulting,Consultant,1,1,1,0,2,2,1,4,3,2,Non,22,Oui,0,3,2,3,Infra & Cloud,Occasionnel,1,0,56.89,60.0,100.0,0.0,69.94
244,46,F,10453,Divorce(e),Commercial,Cadre Commercial,1,24,24,13,2,3,3,1,3,3,Non,25,Non,3,2,1,2,Marketing,Occasionnel,15,7,49.41,34.12,100.0,54.17,79.17
245,38,F,2288,Celibataire,Consulting,Consultant,1,2,2,2,3,3,1,4,3,3,Non,12,Non,0,3,9,2,Infra & Cloud,Occasionnel,2,1,33.18,70.59,100.0,100.0,72.02
246,31,F,3929,Marie(e),Consulting,Assistant de Direction,8,7,4,2,3,3,1,4,3,3,Oui,23,Non,1,0,12,1,Transformation Digitale,Occasionnel,0,2,66.36,71.18,57.14,50.0,44.35
247,34,F,2311,Celibataire,Consulting,Assistant de Direction,2,9,3,2,4,3,1,2,4,3,Non,15,Non,0,3,27,2,Transformation Digitale,Occasionnel,1,2,42.49,71.18,33.33,66.67,55.95
248,41,F,3140,Celibataire,Commercial,Representant Commercial,1,4,4,3,2,3,1,2,4,2,Oui,22,Oui,0,5,20,2,Marketing,Occasionnel,0,2,62.63,51.18,100.0,75.0,28.87
249,50,M,3690,Marie(e),Consulting,Consultant,2,5,3,2,3,2,1,3,4,2,Non,15,Non,1,2,1,3,Transformation Digitale,Occasionnel,0,2,47.09,71.18,60.0,66.67,70.83
250,53,F,4450,Divorce(e),Consulting,Tech Lead,1,5,4,2,4,4,2,1,3,3,Non,11,Non,2,3,13,2,Transformation Digitale,Occasionnel,1,3,36.78,51.76,80.0,50.0,68.45
252,33,F,2756,Marie(e),Consulting,Assistant de Direction,1,8,8,7,4,3,1,2,4,3,Non,13,Non,1,5,14,3,Transformation Digitale,Occasionnel,1,6,38.55,73.53,100.0,87.5,67.56
253,40,F,19033,Marie(e),Consulting,Senior Manager,1,21,20,8,4,3,5,3,2,3,Non,14,Non,1,2,4,1,Transformation Digitale,Occasionnel,9,9,51.59,65.29,95.24,40.0,76.49
254,55,M,18722,Celibataire,Consulting,Directeur Technique,8,36,24,15,3,4,5,2,4,3,Non,11,Non,0,3,14,4,Transformation Digitale,Occasionnel,2,15,59.38,68.82,66.67,62.5,67.56
256,34,M,9547,Marie(e),Consulting,Tech Lead,1,10,10,9,4,2,2,3,3,2,Non,17,Non,0,2,2,1,Infra & Cloud,Frequent,1,9,59.78,75.29,100.0,90.0,57.44
258,51,F,13734,Celibataire,Consulting,Manager,3,21,7,7,4,3,4,2,3,3,Non,18,Non,0,6,3,3,Transformation Digitale,Occasionnel,1,0,69.41,60.0,33.33,100.0,77.38
259,52,M,19999,Marie(e),Consulting,Senior Manager,0,34,33,18,3,2,5,3,1,3,Non,14,Non,1,5,1,4,Infra & Cloud,Occasionnel,11,9,48.87,45.29,97.06,54.55,79.17
260,27,F,2279,Celibataire,Consulting,Assistant de Direction,1,7,7,7,4,3,1,2,4,2,Non,16,Non,0,2,9,3,Transformation Digitale,Occasionnel,0,3,46.99,71.76,100.0,100.0,63.69
261,35,M,5916,Marie(e),Consulting,Tech Lead,3,8,1,0,2,2,2,3,1,3,Oui,13,Oui,0,1,23,2,Infra & Cloud,Occasionnel,0,1,46.24,30.59,12.5,0.0,34.52
262,43,M,2089,Divorce(e),Consulting,Assistant de Direction,4,7,5,4,4,4,1,4,4,4,Non,14,Non,3,3,7,3,Transformation Digitale,Aucun,2,2,37.55,91.18,71.43,80.0,94.64
264,45,M,16792,Marie(e),Consulting,Senior Manager,9,22,20,8,1,2,4,4,4,3,Non,23,Non,1,1,2,2,Transformation Digitale,Aucun,11,8,64.51,64.71,90.91,40.0,90.77
267,37,M,3564,Marie(e),Consulting,Assistant de Direction,1,8,8,7,2,4,1,1,1,2,Oui,12,Non,1,3,21,3,Infra & Cloud,Occasionnel,1,7,37.6,14.12,100.0,87.5,27.98
269,35,F,4425,Celibataire,Consulting,Consultant,5,10,6,2,2,3,2,2,4,3,Non,11,Non,0,5,2,3,Transformation Digitale,Frequent,1,2,36.74,51.18,60.0,33.33,65.77
270,42,F,5265,Divorce(e),Consulting,Tech Lead,2,11,5,3,3,3,2,3,2,3,Non,16,Non,1,5,21,2,Transformation Digitale,Aucun,0,2,52.18,51.18,45.45,60.0,73.81
271,38,M,6553,Marie(e),Consulting,Tech Lead,9,14,1,0,4,3,2,3,2,3,Non,14,Non,0,3,2,4,Infra & Cloud,Occasionnel,0,0,49.71,60.0,7.14,0.0,78.27
273,38,M,6261,Marie(e),Consulting,Tech Lead,3,9,7,7,4,3,2,4,1,1,Non,18,Non,1,3,29,3,Entrepreunariat,Occasionnel,1,7,56.43,64.12,77.78,100.0,37.5
274,27,M,4298,Marie(e),Consulting,Tech Lead,5,6,2,2,3,2,2,1,3,3,Non,19,Non,1,1,1,1,Entrepreunariat,Frequent,2,0,53.17,40.0,33.33,100.0,66.67
275,49,M,6804,Divorce(e),Consulting,Tech Lead,1,7,7,7,4,3,2,4,1,3,Oui,15,Non,2,0,18,4,Infra & Cloud,Aucun,1,7,50.3,64.12,100.0,100.0,51.49
277,34,M,3815,Divorce(e),Consulting,Assistant de Direction,1,5,5,3,4,3,1,3,4,4,Oui,17,Non,1,4,10,4,Transformation Digitale,Frequent,2,0,47.62,80.0,100.0,60.0,41.96
281,40,M,2741,Marie(e),Consulting,Consultant,8,15,7,2,3,3,2,4,3,4,Oui,15,Non,1,2,19,2,Transformation Digitale,Occasionnel,3,7,38.84,74.12,46.67,28.57,46.43
282,38,M,6673,Marie(e),Consulting,Manager,7,17,1,0,2,3,2,1,2,3,Oui,19,Oui,0,2,29,1,Transformation Digitale,Occasionnel,0,0,61.7,20.0,5.88,0.0,29.17
283,29,F,7639,Marie(e),Commercial,Cadre Commercial,1,10,10,4,2,3,3,4,4,2,Non,22,Oui,3,3,27,3,Marketing,Occasionnel,1,9,68.25,75.29,100.0,40.0,47.62
284,22,M,2328,Divorce(e),Consulting,Assistant de Direction,1,4,4,2,4,4,1,2,1,2,Oui,16,Non,1,2,5,3,Infra & Cloud,Occasionnel,2,2,42.68,41.18,100.0,50.0,42.26
286,36,F,2153,Celibataire,Consulting,Consultant,1,8,8,1,2,3,1,4,1,3,Non,13,Non,0,2,18,1,Transformation Digitale,Frequent,1,7,37.5,44.12,100.0,12.5,51.49
287,40,M,4876,Marie(e),Consulting,Manager,9,5,3,2,4,2,2,4,4,1,Non,14,Non,1,5,9,5,Infra & Cloud,Aucun,0,2,46.79,91.18,60.0,66.67,67.86
288,46,M,9396,Divorce(e),Consulting,Manager,7,17,4,2,4,3,3,1,3,3,Non,16,Non,1,3,1,4,Transformation Digitale,Occasionnel,0,3,59.36,51.76,23.53,50.0,79.17
291,32,M,10400,Marie(e),Commercial,Cadre Commercial,1,14,14,8,4,1,3,4,3,2,Non,11,Oui,0,2,4,4,Transformation Digitale,Occasionnel,9,8,29.52,84.71,100.0,57.14,68.15
292,30,M,8474,Celibataire,Consulting,Tech Lead,1,12,11,8,3,2,3,3,3,3,Non,22,Non,0,2,1,1,Infra & Cloud,Aucun,5,8,60.9,64.71,91.67,72.73,91.67
293,27,F,9981,Celibataire,Commercial,Cadre Commercial,1,7,7,7,4,3,2,3,4,3,Non,14,Non,0,2,20,3,Infra & Cloud,Frequent,0,7,55.66,84.12,100.0,100.0,49.7
296,51,M,12490,Marie(e),Consulting,Directeur Technique,5,16,10,9,2,2,3,2,4,1,Non,16,Non,2,5,8,4,Infra & Cloud,Occasionnel,4,7,55.94,54.12,62.5,90.0,56.25
297,30,F,2657,Celibataire,Consulting,Assistant de Direction,5,8,5,2,4,3,1,1,3,3,Oui,11,Oui,0,5,3,3,Entrepreunariat,Occasionnel,0,4,35.86,52.35,62.5,40.0,52.38
298,41,F,13591,Celibataire,Commercial,Senior Manager,3,16,1,0,4,3,3,4,3,3,Oui,18,Non,0,3,6,3,Infra & Cloud,Occasionnel,0,0,71.36,80.0,6.25,0.0,49.7
299,30,F,6696,Celibataire,Commercial,Cadre Commercial,5,9,6,3,3,2,2,1,3,2,Non,15,Oui,0,5,26,4,Marketing,Frequent,0,1,52.31,40.59,66.67,50.0,36.01
300,29,M,2058,Celibataire,Consulting,Assistant de Direction,0,7,6,2,3,3,1,3,4,2,Non,14,Oui,0,1,1,3,Entrepreunariat,Occasionnel,1,5,39.69,72.94,85.71,33.33,70.83
302,45,F,8865,Celibataire,Commercial,Cadre Commercial,6,23,19,7,4,2,3,4,4,3,Non,12,Non,0,2,6,3,Transformation Digitale,Aucun,12,8,22.61,94.71,82.61,36.84,87.2
303,54,F,5940,Marie(e),Commercial,Cadre Commercial,2,16,6,2,4,3,2,1,4,3,Non,14,Non,1,4,3,3,Marketing,Occasionnel,0,5,48.64,62.94,37.5,33.33,77.38
304,36,M,5914,Celibataire,Consulting,Consultant,8,16,13,11,4,3,2,2,4,4,Non,16,Non,0,3,5,2,Infra & Cloud,Occasionnel,3,7,46.71,74.12,81.25,84.62,83.93
305,33,F,2622,Marie(e),Consulting,Assistant de Direction,6,7,3,2,3,2,1,2,4,3,Non,21,Non,0,3,4,4,Transformation Digitale,Occasionnel,1,1,57.17,60.59,42.86,66.67,76.49
306,37,M,12185,Divorce(e),Consulting,Directeur Technique,1,10,10,8,2,3,3,4,3,3,Oui,14,Non,3,1,11,3,Autre,Frequent,0,7,59.49,64.12,100.0,80.0,32.74
307,38,M,10609,Divorce(e),Commercial,Cadre Commercial,0,17,16,10,1,3,3,3,3,2,Non,12,Non,2,6,3,3,Infra & Cloud,Occasionnel,5,13,41.04,47.65,94.12,62.5,69.05
308,31,M,4345,Marie(e),Consulting,Tech Lead,0,6,5,4,3,1,2,3,4,3,Non,12,Non,1,2,1,4,Transformation Digitale,Aucun,1,4,38.95,72.35,83.33,80.0,91.67
309,59,M,2177,Marie(e),Consulting,Assistant de Direction,3,7,1,0,3,2,1,4,1,3,Non,17,Non,1,6,3,3,Infra & Cloud,Occasionnel,0,0,49.17,50.0,14.29,0.0,77.38
311,37,M,2793,Divorce(e),Commercial,Representant Commercial,4,13,9,8,1,3,1,4,3,3,Non,17,Non,1,2,4,4,Marketing,Frequent,5,8,39.24,54.71,69.23,88.89,63.99
312,29,F,7918,Marie(e),Commercial,Cadre Commercial,1,11,11,10,2,3,3,4,4,3,Non,14,Non,1,5,1,1,Transformation Digitale,Frequent,4,1,43.28,70.59,100.0,90.91,66.67
314,35,F,8789,Celibataire,Commercial,Cadre Commercial,1,10,10,7,3,3,3,3,1,4,Non,14,Non,0,3,1,3,Marketing,Frequent,0,8,53.59,44.71,100.0,70.0,75.0
315,29,M,2389,Celibataire,Consulting,Assistant de Direction,1,4,4,3,3,2,1,4,3,2,Oui,13,Oui,0,3,18,1,Transformation Digitale,Occasionnel,0,1,40.11,70.59,100.0,75.0,30.65
316,52,F,3212,Celibataire,Consulting,Consultant,7,6,2,2,3,2,1,4,2,2,Non,15,Non,0,3,2,3,Infra & Cloud,Occasionnel,2,2,41.86,61.18,33.33,100.0,69.94
319,42,M,19232,Marie(e),Consulting,Senior Manager,1,22,22,17,3,3,5,4,4,3,Non,11,Non,0,3,4,2,Entrepreunariat,Occasionnel,11,15,40.47,88.82,100.0,77.27,76.49
321,59,M,2267,Marie(e),Ressources Humaines,Ressources Humaines,8,7,2,2,2,3,1,3,4,2,Non,17,Non,0,2,6,2,Transformation Digitale,Occasionnel,2,2,44.93,61.18,28.57,100.0,66.37
323,50,F,19517,Divorce(e),Commercial,Senior Manager,3,32,7,0,4,3,5,4,3,2,Non,11,Non,1,3,1,4,Transformation Digitale,Occasionnel,0,6,65.16,83.53,21.88,0.0,70.83
325,33,M,2436,Marie(e),Consulting,Consultant,5,8,5,4,3,3,1,4,3,1,Oui,13,Oui,1,2,14,3,Transformation Digitale,Occasionnel,0,4,40.19,72.35,62.5,80.0,25.89
327,43,F,16064,Marie(e),Commercial,Senior Manager,5,22,17,13,4,3,4,4,3,3,Oui,22,Non,1,3,16,3,Marketing,Occasionnel,1,9,82.89,85.29,77.27,76.47,40.77
328,33,F,2707,Marie(e),Consulting,Consultant,7,13,9,7,1,3,1,1,1,4,Non,20,Oui,0,3,2,2,Infra & Cloud,Occasionnel,1,7,54.96,4.12,69.23,77.78,86.61
329,52,M,19068,Celibataire,Commercial,Senior Manager,1,33,33,7,1,2,5,3,4,4,Oui,18,Non,0,2,2,4,Infra & Cloud,Aucun,15,12,47.88,57.06,100.0,21.21,74.11
330,32,F,3931,Marie(e),Commercial,Representant Commercial,2,6,4,3,3,3,1,2,1,3,Non,11,Non,1,5,4,2,Infra & Cloud,Occasionnel,1,2,35.88,31.18,66.67,75.0,76.49
331,32,M,3730,Celibataire,Consulting,Consultant,0,4,3,2,4,2,1,3,4,1,Oui,14,Oui,0,2,1,3,Infra & Cloud,Occasionnel,1,2,42.6,81.18,75.0,66.67,37.5
332,39,F,2232,Divorce(e),Consulting,Consultant,7,7,3,2,3,3,1,3,3,3,Non,14,Non,3,1,1,4,Transformation Digitale,Occasionnel,1,2,40.0,61.18,42.86,66.67,79.17
333,32,M,4465,Marie(e),Commercial,Cadre Commercial,0,4,3,2,3,3,2,4,1,3,Non,18,Non,0,2,26,4,Marketing,Aucun,2,2,51.11,51.18,75.0,66.67,69.35
334,41,M,3072,Divorce(e),Consulting,Assistant de Direction,2,17,1,0,3,3,2,1,1,2,Non,16,Non,2,2,19,2,Infra & Cloud,Occasionnel,0,0,48.37,20.0,5.88,0.0,54.76
335,40,M,3319,Divorce(e),Consulting,Assistant de Direction,1,9,9,8,1,3,2,4,1,3,Non,17,Non,2,3,24,2,Entrepreunariat,Occasionnel,4,7,42.36,34.12,100.0,88.89,58.63
336,45,M,19202,Marie(e),Consulting,Senior Manager,0,25,24,0,3,4,5,4,3,3,Non,11,Non,1,2,1,3,Autre,Occasionnel,1,7,62.42,74.12,96.0,0.0,79.17
337,31,M,13675,Divorce(e),Consulting,Directeur Technique,9,9,2,2,2,3,3,3,1,3,Non,12,Non,1,3,3,4,Transformation Digitale,Frequent,2,2,52.97,31.18,22.22,100.0,64.88
338,33,F,2911,Marie(e),Consulting,Assistant de Direction,1,2,2,2,3,2,1,4,3,2,Non,13,Non,1,2,5,4,Infra & Cloud,Occasionnel,0,2,41.02,71.18,100.0,100.0,67.26
339,34,M,5957,Marie(e),Consulting,Tech Lead,6,13,11,9,4,2,2,1,2,3,Non,13,Non,1,3,2,4,Infra & Cloud,Occasionnel,5,9,35.31,45.29,84.62,81.82,78.27
340,37,F,3920,Marie(e),Consulting,Assistant de Direction,2,17,3,1,3,2,1,1,1,2,Non,14,Non,1,2,1,2,Transformation Digitale,Occasionnel,0,2,45.13,21.18,17.65,33.33,70.83
341,45,M,6434,Marie(e),Consulting,Tech Lead,4,9,3,2,1,4,2,3,4,3,Non,17,Non,1,1,7,4,Infra & Cloud,Frequent,0,2,56.57,51.18,33.33,66.67,61.31
342,37,M,10048,Divorce(e),Consulting,Tech Lead,6,17,1,0,1,3,3,3,2,3,Non,11,Oui,2,5,10,3,Transformation Digitale,Frequent,0,0,48.71,30.0,5.88,0.0,58.63
343,39,F,10938,Celibataire,Consulting,Manager,0,20,19,6,3,3,3,3,4,3,Non,25,Non,0,1,2,4,Entrepreunariat,Frequent,11,8,59.05,74.71,95.0,31.58,65.77
346,29,M,2340,Celibataire,Consulting,Assistant de Direction,1,6,6,5,3,3,1,4,1,3,Non,19,Non,0,1,15,3,Infra & Cloud,Occasionnel,1,5,51.97,52.94,100.0,83.33,66.67
347,42,F,6545,Celibataire,Consulting,Assistant de Direction,3,10,3,2,4,4,2,1,3,3,Oui,13,Non,0,1,17,2,Infra & Cloud,Occasionnel,0,2,47.33,51.18,30.0,66.67,39.88
349,29,M,6931,Divorce(e),Commercial,Cadre Commercial,2,10,3,2,4,3,2,4,4,3,Non,14,Non,1,2,20,2,Marketing,Occasionnel,0,2,50.36,91.18,30.0,66.67,62.2
350,25,F,4898,Marie(e),Consulting,Tech Lead,0,5,4,2,1,3,2,3,4,3,Non,12,Non,2,3,1,3,Infra & Cloud,Occasionnel,1,2,39.92,51.18,80.0,50.0,79.17
351,42,F,2593,Divorce(e),Consulting,Consultant,0,10,9,6,4,2,1,1,3,3,Oui,11,Non,1,4,2,3,Transformation Digitale,Occasionnel,7,8,20.35,54.71,90.0,66.67,53.27
352,40,M,19436,Divorce(e),Consulting,Directeur Technique,0,22,21,7,1,3,5,3,4,3,Non,19,Non,1,5,2,2,Transformation Digitale,Occasionnel,3,9,77.28,55.29,95.45,33.33,78.27
353,51,M,2723,Marie(e),Consulting,Assistant de Direction,1,1,1,0,3,3,1,4,2,2,Non,11,Non,0,0,1,3,Infra & Cloud,Occasionnel,0,0,35.98,60.0,100.0,0.0,70.83
355,31,M,3479,Celibataire,Consulting,Consultant,0,6,5,4,3,2,1,2,2,4,Non,11,Oui,0,2,29,2,Transformation Digitale,Frequent,1,4,35.09,42.35,83.33,80.0,50.0
359,32,M,2794,Marie(e),Consulting,Consultant,1,5,5,1,2,4,1,2,3,1,Non,20,Non,0,3,7,3,Infra & Cloud,Frequent,0,3,57.32,41.76,100.0,20.0,44.64
