a_quitte_l_entreprise,age,annees_dans_l_entreprise,annees_dans_le_poste_actuel,annees_depuis_la_derniere_promotion,annees_experience_totale,annes_sous_responsable_actuel,augmentation_salaire_precedente,departement_Commercial,departement_Consulting,departement_Ressources Humaines,distance_domicile_travail,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement,genre,heure_supplementaires,id_employee,nb_formations_suivies,niveau_education,niveau_hierarchique_poste,nombre_experiences_precedentes,nombre_participation_pee,note_evaluation_precedente,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Representant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,revenu_mensuel,satisfaction_employee_environnement,satisfaction_employee_equilibre_pro_perso,satisfaction_employee_equipe,satisfaction_employee_nature_travail,satisfaction_globale,score_environnement_travail,score_equilibre_pro_perso,score_mobilite_externe,score_mobilite_interne,score_revenu,statut_marital_Celibataire,statut_marital_Divorce(e),statut_marital_Marie(e)
0,22,0,0,0,1,0,15,0,1,0,15,0,0,0,0,0,1,0.5,0,0,144,5,3,1,1,0,3,0,0,1,0,0,0,0,0,0,2871,2,3,3,4,0.75,60.0,66.67,0.0,0.0,45.66,1,0,0
0,51,13,12,12,23,8,20,0,1,0,1,0,0,0,0,0,1,1.0,0,0,145,1,4,3,3,0,2,0,0,0,0,1,0,0,0,0,7484,1,2,3,1,0.44,24.71,58.33,56.52,92.31,39.07,1,0,0
1,34,9,7,0,9,6,24,0,1,0,7,0,0,1,0,0,0,1.0,1,1,147,3,3,2,1,0,1,0,0,1,0,0,0,0,0,0,6074,1,3,4,3,0.69,53.53,36.31,100.0,77.78,72.44,1,0,0
0,54,5,3,4,23,4,12,0,0,1,26,0,0,0,0,1,0,0.0,0,1,148,3,3,4,2,0,4,0,0,0,0,0,0,0,1,0,17328,4,3,3,4,0.88,82.35,44.35,21.74,60.0,54.92,1,0,0
0,24,5,3,1,6,2,12,0,1,0,18,0,0,1,0,0,0,0.5,1,0,150,2,1,1,0,1,3,0,0,1,0,0,0,0,0,0,2774,2,3,3,3,0.69,51.18,63.99,83.33,60.0,36.22,0,0,1
0,34,1,0,0,12,0,15,0,1,0,6,0,0,1,0,0,0,0.5,0,0,151,3,4,2,6,1,2,1,0,0,0,0,0,0,0,0,4505,3,3,3,2,0.69,50.0,74.7,8.33,0.0,48.5,0,1,0
0,37,5,3,1,12,3,12,1,0,0,3,0,0,1,0,0,0,0.5,1,0,152,3,3,3,2,0,3,0,1,0,0,0,0,0,0,0,7428,3,3,1,4,0.69,51.76,77.38,41.67,60.0,44.31,1,0,0
0,34,11,10,5,14,8,12,0,1,0,5,0,0,0,0,0,1,0.5,0,0,153,6,3,3,2,0,2,0,0,0,0,0,0,0,1,0,11631,3,3,4,1,0.69,54.71,75.6,78.57,90.91,42.82,1,0,0
0,36,9,7,2,10,8,14,1,0,0,11,0,1,0,0,0,0,1.0,0,0,154,6,2,3,0,1,3,0,1,0,0,0,0,0,0,0,9738,2,3,3,4,0.75,64.71,57.74,90.0,77.78,50.84,0,0,1
0,36,1,0,0,7,0,22,0,1,0,3,0,0,1,0,0,0,0.5,0,0,155,2,2,1,5,1,3,0,0,1,0,0,0,0,0,0,2835,1,3,1,4,0.56,30.0,77.38,14.29,0.0,62.1,0,1,0
0,43,25,12,4,25,12,12,1,0,0,26,0,0,1,0,0,0,1.0,1,1,158,3,2,4,1,2,3,0,0,0,0,0,0,0,1,0,16959,3,4,4,4,0.94,87.06,27.68,100.0,48.0,54.27,0,0,1
0,30,10,7,0,10,9,25,0,1,0,23,0,0,1,0,0,0,1.0,1,0,159,2,3,1,1,3,1,1,0,0,0,0,0,0,0,0,2613,1,2,3,3,0.56,45.29,38.69,100.0,70.0,68.79,0,1,0
0,33,7,7,0,8,7,13,1,0,0,22,0,0,0,1,0,0,0.0,1,0,160,2,2,2,0,1,3,0,1,0,0,0,0,0,0,0,6146,3,4,1,2,0.62,34.12,81.25,87.5,100.0,46.64,0,0,1
1,56,5,4,4,7,3,18,0,1,0,14,0,0,1,0,0,0,0.5,0,1,161,2,4,1,9,3,3,1,0,0,0,0,0,0,0,0,4963,2,3,1,2,0.5,21.76,42.56,71.43,80.0,47.57,0,0,1
0,51,20,18,15,23,15,13,0,1,0,6,0,0,1,0,0,0,0.5,1,0,162,5,3,5,7,0,3,0,0,0,1,0,0,0,0,0,19537,1,3,3,3,0.62,48.82,74.7,86.96,90.0,36.91,1,0,0
1,31,7,7,7,12,7,18,1,0,0,6,0,0,1,0,0,0,0.5,1,1,163,3,4,2,4,0,1,0,1,0,0,0,0,0,0,0,6172,2,2,2,3,0.56,44.12,41.37,58.33,100.0,43.07,0,0,1
0,26,5,4,4,5,3,19,0,1,0,6,1,0,0,0,0,0,0.5,0,0,164,3,3,1,1,0,2,1,0,0,0,0,0,0,0,0,2368,3,2,3,2,0.62,51.76,66.37,100.0,80.0,45.42,0,0,1
1,58,40,10,15,40,6,12,0,1,0,23,0,0,0,0,0,1,0.5,0,0,165,3,4,3,1,1,3,0,0,0,0,1,0,0,0,0,10312,4,2,4,4,0.88,93.53,51.19,100.0,25.0,18.52,0,0,1
1,19,0,0,0,0,0,19,1,0,0,22,0,0,0,1,0,0,0.5,1,1,167,2,1,1,1,0,3,0,0,0,0,0,1,0,0,0,1675,4,2,4,3,0.81,80.0,27.08,0.0,0.0,53.01,1,0,0
0,22,2,1,2,3,1,14,0,1,0,2,0,1,0,0,0,0,0.5,1,0,169,2,1,1,0,1,3,0,0,1,0,0,0,0,0,0,2523,3,3,3,4,0.81,70.59,78.27,66.67,50.0,38.3,0,0,1
0,49,15,11,5,16,11,14,0,1,0,20,0,0,0,0,0,1,0.5,0,0,170,2,4,2,1,0,3,0,0,0,0,0,0,0,0,1,6567,3,2,3,1,0.56,46.47,53.87,93.75,73.33,38.73,0,0,1
0,43,3,2,1,18,2,12,0,1,0,28,0,0,0,0,0,1,1.0,0,0,171,2,3,1,4,0,4,1,0,0,0,0,0,0,0,0,4739,2,3,4,3,0.75,61.18,42.56,16.67,66.67,39.64,1,0,0
0,50,2,2,2,16,1,11,1,0,0,12,0,0,0,1,0,0,1.0,0,0,174,3,3,3,4,0,3,0,1,0,0,0,0,0,0,0,9208,3,3,4,4,0.88,80.59,56.85,12.5,100.0,42.85,1,0,0
1,31,2,2,2,4,2,11,1,0,0,20,0,0,1,0,0,0,0.5,0,1,175,2,3,2,3,1,1,0,1,0,0,0,0,0,0,0,4559,2,3,3,3,0.69,51.18,37.2,50.0,100.0,34.77,0,0,1
0,41,9,7,0,12,7,13,1,0,0,9,0,0,1,0,0,0,0.5,1,1,176,2,1,3,3,1,3,0,1,0,0,0,0,0,0,0,8189,3,3,3,3,0.75,64.12,47.02,75.0,77.78,50.19,0,1,0
0,26,8,7,5,8,7,23,0,0,1,25,0,0,1,0,0,0,0.5,0,0,177,3,1,1,1,1,3,0,0,0,0,0,0,1,0,0,2942,3,3,4,3,0.81,74.12,57.74,100.0,87.5,53.64,0,0,1
0,36,3,2,0,7,1,20,0,1,0,6,0,0,0,0,0,1,0.5,1,0,178,0,2,2,6,2,3,0,0,0,0,0,0,0,0,1,4941,2,3,4,2,0.69,50.59,74.7,42.86,66.67,61.05,0,1,0
1,51,4,2,0,18,3,15,0,1,0,8,0,0,1,0,0,0,1.0,1,0,179,2,4,3,2,0,1,0,0,0,0,0,0,0,0,1,10650,1,3,4,4,0.75,61.76,60.42,22.22,50.0,59.18,1,0,0
0,39,15,11,5,17,9,14,1,0,0,4,0,0,1,0,0,0,0.5,0,0,182,1,4,2,4,1,2,0,1,0,0,0,0,0,0,0,5902,4,4,3,3,0.88,75.29,84.82,88.24,73.33,37.57,0,0,1
0,25,2,2,2,6,2,18,1,0,0,28,0,0,1,0,0,0,0.5,1,0,183,3,3,2,2,0,2,0,1,0,0,0,0,0,0,0,8639,1,3,4,3,0.69,51.18,55.06,33.33,100.0,58.36,0,0,1
0,30,11,9,4,12,7,19,0,0,1,9,0,0,0,0,1,0,0.5,1,1,184,2,3,2,0,0,3,0,0,0,0,0,0,1,0,0,6347,3,1,4,4,0.75,84.12,30.36,91.67,81.82,52.33,0,0,1
1,32,5,4,0,10,4,22,0,1,0,9,0,0,0,0,0,1,0.5,0,0,190,2,3,1,7,0,3,0,0,1,0,0,0,0,0,0,4200,1,4,1,1,0.44,2.35,80.36,50.0,80.0,64.47,1,0,0
0,45,6,5,0,9,3,13,0,1,0,29,0,0,0,0,0,1,0.5,1,0,192,2,3,1,5,0,3,1,0,0,0,0,0,0,0,0,3452,3,2,2,4,0.69,61.76,45.83,66.67,83.33,41.96,1,0,0
0,38,3,2,2,19,2,20,0,1,0,3,0,1,0,0,0,0,0.5,0,1,193,2,5,2,3,0,3,1,0,0,0,0,0,0,0,0,4317,4,3,2,3,0.75,61.18,52.38,15.79,66.67,55.56,1,0,0
0,30,5,4,0,5,4,14,0,1,0,18,0,0,1,0,0,0,0.5,0,0,194,4,3,1,1,0,3,1,0,0,0,0,0,0,0,0,2632,1,2,3,3,0.56,42.35,55.65,100.0,80.0,42.89,1,0,0
0,32,8,7,0,9,7,17,1,0,0,9,0,0,0,0,0,1,1.0,1,0,195,2,2,2,0,3,1,0,1,0,0,0,0,0,0,0,4668,4,4,4,4,1.0,94.12,67.86,88.89,87.5,53.5,0,1,0
0,30,3,2,2,8,2,14,0,1,0,5,0,1,0,0,0,0,0.5,0,0,197,3,3,1,5,1,3,1,0,0,0,0,0,0,0,0,3204,4,3,4,1,0.75,61.18,75.6,37.5,66.67,39.49,0,1,0
0,30,5,3,1,6,2,13,0,1,0,2,0,0,0,0,0,1,0.5,1,0,198,3,1,1,0,0,2,0,0,1,0,0,0,0,0,0,2720,2,3,4,4,0.81,71.18,78.27,83.33,60.0,38.49,1,0,0
0,41,7,6,7,21,7,13,0,1,0,10,0,0,1,0,0,0,1.0,1,0,199,2,3,4,4,1,2,0,0,0,0,0,0,0,1,0,17181,4,2,2,1,0.56,44.12,50.3,33.33,85.71,50.42,0,1,0
0,41,5,0,1,7,4,21,0,1,0,9,0,0,1,0,0,0,0.5,1,0,200,2,4,1,2,1,3,0,0,1,0,0,0,0,0,0,2238,3,3,4,1,0.69,52.35,72.02,71.43,0.0,56.51,0,0,1
0,19,1,0,0,1,0,14,0,1,0,3,0,0,0,0,0,1,0.5,0,0,201,3,1,1,1,0,3,0,0,1,0,0,0,0,0,0,1483,2,3,4,2,0.69,50.0,77.38,100.0,0.0,40.9,1,0,0
0,40,20,7,2,20,13,11,0,1,0,26,0,0,0,0,0,1,1.0,0,0,202,2,3,2,1,1,3,1,0,0,0,0,0,0,0,0,5605,2,3,1,2,0.5,27.65,44.35,100.0,35.0,36.59,0,1,0
0,35,10,8,0,10,6,13,1,0,0,1,0,0,0,1,0,0,0.5,1,0,204,3,5,3,1,2,3,0,1,0,0,0,0,0,0,0,7295,3,3,1,2,0.56,33.53,79.17,100.0,80.0,48.64,0,0,1
0,53,7,7,4,13,5,20,1,0,0,6,0,0,0,1,0,0,0.5,1,1,205,3,2,2,2,1,3,0,0,0,0,0,1,0,0,0,2306,2,1,4,3,0.62,62.94,33.04,53.85,100.0,47.67,0,0,1
0,45,17,9,0,20,15,18,0,1,0,9,0,0,1,0,0,0,0.5,1,0,206,2,3,2,8,1,3,0,0,1,0,0,0,0,0,0,2348,2,1,3,2,0.5,48.82,55.36,85.0,52.94,51.83,0,1,0
0,32,9,8,3,9,7,14,1,0,0,8,0,0,0,1,0,0,1.0,0,0,207,2,3,3,1,0,3,0,1,0,0,0,0,0,0,0,8998,2,3,4,4,0.81,74.12,60.42,100.0,88.89,47.35,1,0,0
0,29,10,7,0,10,9,13,0,1,0,1,0,1,0,0,0,0,0.0,1,0,208,1,1,2,1,1,3,0,0,0,0,0,0,0,0,1,4319,4,3,1,3,0.69,55.29,91.67,100.0,70.0,43.47,0,0,1
0,51,1,0,0,10,0,17,0,1,0,7,0,0,0,0,0,1,0.5,1,0,211,2,4,2,2,0,2,0,0,0,0,0,0,0,0,1,6132,2,3,3,3,0.69,50.0,73.81,10.0,0.0,56.05,0,0,1
0,58,1,0,0,9,0,20,0,1,0,9,0,0,0,0,0,1,0.5,0,1,214,3,3,1,4,1,2,1,0,0,0,0,0,0,0,0,3346,2,2,2,2,0.5,30.0,38.69,11.11,0.0,58.28,0,0,1
0,40,12,11,2,15,11,11,1,0,0,4,0,0,0,1,0,0,0.5,1,0,215,2,4,3,7,1,2,0,1,0,0,0,0,0,0,0,10855,3,2,1,4,0.62,56.47,68.15,80.0,91.67,45.71,0,0,1
0,34,4,3,1,6,2,18,1,0,0,2,0,0,0,1,0,0,1.0,0,0,216,3,4,1,6,1,3,0,0,0,0,0,1,0,0,0,2231,3,3,4,3,0.81,71.18,65.77,66.67,75.0,49.42,0,0,1
0,22,2,2,2,2,2,24,0,1,0,19,0,0,0,0,0,1,0.5,1,0,217,6,1,1,1,2,3,1,0,0,0,0,0,0,0,0,2323,3,3,1,4,0.69,51.18,63.1,100.0,100.0,61.53,0,0,1
0,27,2,2,2,6,2,18,0,1,0,9,0,0,0,0,0,1,0.0,1,0,218,1,3,1,6,1,3,1,0,0,0,0,0,0,0,0,2024,4,1,4,2,0.69,71.18,67.86,33.33,100.0,46.86,0,1,0
0,28,5,2,0,5,2,11,0,1,0,21,0,0,0,0,0,1,0.5,1,0,221,2,3,1,1,1,3,1,0,0,0,0,0,0,0,0,2713,3,1,3,4,0.69,71.18,44.64,100.0,40.0,35.96,0,0,1
0,57,5,3,1,12,4,16,0,1,0,24,0,0,1,0,0,0,0.5,1,1,223,2,2,3,3,1,4,0,0,0,0,1,0,0,0,0,9439,3,1,2,4,0.62,62.35,16.96,41.67,60.0,57.24,0,1,0
0,27,1,1,0,1,1,15,0,1,0,3,0,0,0,0,0,1,0.0,1,1,224,2,3,1,1,1,2,1,0,0,0,0,0,0,0,0,2566,3,2,4,3,0.75,70.59,56.55,100.0,100.0,45.13,0,1,0
0,50,5,4,4,21,4,15,0,1,0,11,0,0,1,0,0,0,0.5,0,0,226,5,3,5,3,0,3,0,0,0,0,0,0,0,1,0,19926,3,3,2,2,0.62,42.35,70.24,23.81,80.0,66.5,1,0,0
0,41,9,8,1,13,8,12,0,1,0,14,0,0,1,0,0,0,0.5,1,0,227,2,3,1,4,1,3,1,0,0,0,0,0,0,0,0,2451,1,3,1,3,0.5,24.71,67.56,69.23,88.89,35.66,0,1,0
0,30,10,9,7,12,4,12,1,0,0,5,0,0,1,0,0,0,0.5,0,0,228,2,3,3,2,1,3,0,1,0,0,0,0,0,0,0,9419,2,3,3,4,0.75,62.35,75.6,83.33,90.0,34.57,0,0,1
0,38,8,3,0,12,7,22,1,0,0,1,0,0,1,0,0,0,0.5,0,0,230,2,4,2,4,0,2,0,1,0,0,0,0,0,0,0,8686,1,4,3,4,0.75,54.12,87.5,66.67,37.5,72.27,1,0,0
0,32,5,4,1,8,4,20,0,1,0,6,0,0,1,0,0,0,0.5,1,0,231,2,5,1,3,0,3,1,0,0,0,0,0,0,0,0,3038,3,3,1,3,0.62,42.35,74.7,62.5,80.0,55.54,1,0,0
0,27,5,2,1,6,1,16,0,1,0,17,0,1,0,0,0,0,0.5,1,1,233,3,3,1,0,1,3,1,0,0,0,0,0,0,0,0,3058,3,2,4,2,0.69,60.59,31.55,83.33,40.0,46.15,0,0,1
1,19,0,0,0,1,0,21,1,0,0,1,0,1,0,0,0,0,1.0,0,0,235,5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2325,3,4,1,1,0.56,20.0,75.0,0.0,0.0,58.86,1,0,0
0,36,8,7,7,13,2,12,0,1,0,3,0,0,0,0,0,1,1.0,1,0,238,3,2,1,4,0,3,0,0,1,0,0,0,0,0,0,2088,4,2,3,2,0.69,61.18,56.55,61.54,87.5,21.83,1,0,0
0,30,12,9,6,12,10,11,0,1,0,9,0,0,0,0,0,1,0.0,1,0,239,4,3,2,1,2,3,0,0,1,0,0,0,0,0,0,3072,3,3,3,1,0.62,45.88,84.52,100.0,75.0,23.38,0,1,0
0,45,5,4,0,9,3,11,1,0,0,4,0,0,1,0,0,0,0.5,0,1,240,3,2,2,4,1,3,0,1,0,0,0,0,0,0,0,5006,3,4,1,1,0.56,21.76,59.82,55.56,80.0,39.95,0,1,0
0,56,2,2,2,19,2,18,0,1,0,8,0,0,1,0,0,0,0.5,0,1,241,3,3,1,4,1,3,1,0,0,0,0,0,0,0,0,4257,3,3,3,1,0.62,41.18,47.92,10.53,100.0,50.74,0,1,0
0,33,3,1,0,4,2,14,0,1,0,2,0,0,1,0,0,0,0.5,1,0,242,2,3,1,0,0,3,1,0,0,0,0,0,0,0,0,2500,3,4,1,4,0.75,51.18,86.61,75.0,33.33,42.66,1,0,0
1,19,1,0,1,1,0,22,0,1,0,2,0,0,1,0,0,0,0.5,1,0,243,3,3,1,1,0,2,0,0,1,0,0,0,0,0,0,1102,2,2,3,4,0.69,60.0,69.94,100.0,0.0,56.89,1,0,0
0,46,24,13,15,24,7,25,1,0,0,1,0,0,0,1,0,0,0.5,0,0,244,2,2,3,1,3,3,0,1,0,0,0,0,0,0,0,10453,2,3,3,1,0.56,34.12,79.17,100.0,54.17,49.41,0,1,0
0,38,2,2,2,2,1,12,0,1,0,9,0,0,1,0,0,0,0.5,0,0,245,3,2,1,1,0,3,0,0,1,0,0,0,0,0,0,2288,3,3,3,4,0.81,70.59,72.02,100.0,100.0,33.18,1,0,0
0,31,4,2,0,7,2,23,0,1,0,12,0,0,0,0,0,1,0.5,0,1,246,0,1,1,8,1,3,1,0,0,0,0,0,0,0,0,3929,3,3,3,4,0.81,71.18,44.35,57.14,50.0,66.36,0,0,1
0,34,3,2,1,9,2,15,0,1,0,27,0,0,0,0,0,1,0.5,0,0,247,3,2,1,2,0,3,1,0,0,0,0,0,0,0,0,2311,4,3,4,2,0.81,71.18,55.95,33.33,66.67,42.49,1,0,0
1,41,4,3,0,4,2,22,1,0,0,20,0,0,0,1,0,0,0.5,0,1,248,5,2,1,1,0,3,0,0,0,0,0,1,0,0,0,3140,2,2,4,2,0.62,51.18,28.87,100.0,75.0,62.63,1,0,0
0,50,3,2,0,5,2,15,0,1,0,1,0,0,0,0,0,1,0.5,1,0,249,2,3,1,2,1,2,0,0,1,0,0,0,0,0,0,3690,3,2,4,3,0.75,71.18,70.83,60.0,66.67,47.09,0,0,1
0,53,4,2,1,5,3,11,0,1,0,13,0,0,0,0,0,1,0.5,0,0,250,3,2,2,1,2,4,0,0,0,0,0,0,0,0,1,4450,4,3,3,1,0.69,51.76,68.45,80.0,50.0,36.78,0,1,0
0,33,8,7,1,8,6,13,0,1,0,14,0,0,0,0,0,1,0.5,0,0,252,5,3,1,1,1,3,1,0,0,0,0,0,0,0,0,2756,4,3,4,2,0.81,73.53,67.56,100.0,87.5,38.55,0,0,1
0,40,20,8,9,21,9,14,0,1,0,4,0,0,0,0,0,1,0.5,0,0,253,2,1,5,1,1,3,0,0,0,0,0,0,0,1,0,19033,4,3,2,3,0.75,65.29,76.49,95.24,40.0,51.59,0,0,1
0,55,24,15,2,36,15,11,0,1,0,14,0,0,0,0,0,1,0.5,1,0,254,3,4,5,8,0,4,0,0,0,1,0,0,0,0,0,18722,3,3,4,2,0.75,68.82,67.56,66.67,62.5,59.38,1,0,0
0,34,10,9,1,10,9,17,0,1,0,2,0,0,1,0,0,0,1.0,1,0,256,2,1,2,1,0,2,0,0,0,0,0,0,0,0,1,9547,4,2,3,3,0.75,75.29,57.44,100.0,90.0,59.78,0,0,1
0,51,7,7,1,21,0,18,0,1,0,3,0,0,0,0,0,1,0.5,0,0,258,6,3,4,3,0,3,0,0,0,0,1,0,0,0,0,13734,4,3,3,2,0.75,60.0,77.38,33.33,100.0,69.41,1,0,0
0,52,33,18,11,34,9,14,0,1,0,1,0,0,1,0,0,0,0.5,1,0,259,5,4,5,0,1,2,0,0,0,0,0,0,0,1,0,19999,3,3,1,3,0.62,45.29,79.17,97.06,54.55,48.87,0,0,1
0,27,7,7,0,7,3,16,0,1,0,9,0,0,0,0,0,1,0.5,0,0,260,2,3,1,1,0,3,1,0,0,0,0,0,0,0,0,2279,4,2,4,2,0.75,71.76,63.69,100.0,100.0,46.99,1,0,0
1,35,1,0,0,8,1,13,0,1,0,23,0,0,1,0,0,0,0.5,1,1,261,1,2,2,3,0,2,0,0,0,0,0,0,0,0,1,5916,2,3,1,3,0.56,30.59,34.52,12.5,0.0,46.24,0,0,1
0,43,5,4,2,7,2,14,0,1,0,7,0,0,0,0,0,1,0.0,1,0,262,3,3,1,4,3,4,1,0,0,0,0,0,0,0,0,2089,4,4,4,4,1.0,91.18,94.64,71.43,80.0,37.55,0,1,0
0,45,20,8,11,22,8,23,0,1,0,2,0,0,0,0,0,1,0.0,1,0,264,1,2,4,9,1,2,0,0,0,0,0,0,0,1,0,16792,1,3,4,4,0.75,64.71,90.77,90.91,40.0,64.51,0,0,1
0,37,8,7,1,8,7,12,0,1,0,21,0,0,1,0,0,0,0.5,1,1,267,3,3,1,1,1,4,1,0,0,0,0,0,0,0,0,3564,2,2,1,1,0.38,14.12,27.98,100.0,87.5,37.6,0,0,1
0,35,6,2,1,10,2,11,0,1,0,2,0,0,0,0,0,1,1.0,0,0,269,5,3,2,5,0,3,0,0,1,0,0,0,0,0,0,4425,2,3,4,2,0.69,51.18,65.77,60.0,33.33,36.74,1,0,0
0,42,5,3,0,11,2,16,0,1,0,21,0,0,0,0,0,1,0.0,0,0,270,5,2,2,2,1,3,0,0,0,0,0,0,0,0,1,5265,3,3,2,3,0.69,51.18,73.81,45.45,60.0,52.18,0,1,0
0,38,1,0,0,14,0,14,0,1,0,2,0,0,1,0,0,0,0.5,1,0,271,3,4,2,9,0,3,0,0,0,0,0,0,0,0,1,6553,4,3,2,3,0.75,60.0,78.27,7.14,0.0,49.71,0,0,1
0,38,7,7,1,9,7,18,0,1,0,29,0,1,0,0,0,0,0.5,1,0,273,3,3,2,3,1,3,0,0,0,0,0,0,0,0,1,6261,4,1,1,4,0.62,64.12,37.5,77.78,100.0,56.43,0,0,1
0,27,2,2,2,6,0,19,0,1,0,1,0,1,0,0,0,0,1.0,1,0,274,1,1,2,5,1,2,0,0,0,0,0,0,0,0,1,4298,3,3,3,1,0.62,40.0,66.67,33.33,100.0,53.17,0,0,1
0,49,7,7,1,7,7,15,0,1,0,18,0,0,1,0,0,0,0.0,1,1,275,0,4,2,1,2,3,0,0,0,0,0,0,0,0,1,6804,4,3,1,4,0.75,64.12,51.49,100.0,100.0,50.3,0,1,0
0,34,5,3,2,5,0,17,0,1,0,10,0,0,0,0,0,1,1.0,1,1,277,4,4,1,1,1,3,1,0,0,0,0,0,0,0,0,3815,4,4,4,3,0.94,80.0,41.96,100.0,60.0,47.62,0,1,0
0,40,7,2,3,15,7,15,0,1,0,19,0,0,0,0,0,1,0.5,1,1,281,2,2,2,8,1,3,0,0,1,0,0,0,0,0,0,2741,3,4,3,4,0.88,74.12,46.43,46.67,28.57,38.84,0,0,1
1,38,1,0,0,17,0,19,0,1,0,29,0,0,0,0,0,1,0.5,1,1,282,2,1,2,7,0,3,0,0,0,0,1,0,0,0,0,6673,2,3,2,1,0.5,20.0,29.17,5.88,0.0,61.7,0,0,1
1,29,10,4,1,10,9,22,1,0,0,27,0,0,0,1,0,0,0.5,0,0,283,3,3,3,1,3,3,0,1,0,0,0,0,0,0,0,7639,2,2,4,4,0.75,75.29,47.62,100.0,40.0,68.25,0,0,1
0,22,4,2,2,4,2,16,0,1,0,5,0,0,1,0,0,0,0.5,1,1,284,2,3,1,1,1,4,1,0,0,0,0,0,0,0,0,2328,4,2,1,2,0.56,41.18,42.26,100.0,50.0,42.68,0,1,0
0,36,8,1,1,8,7,13,0,1,0,18,0,0,0,0,0,1,1.0,0,0,286,2,1,1,1,0,3,0,0,1,0,0,0,0,0,0,2153,2,3,1,4,0.62,44.12,51.49,100.0,12.5,37.5,1,0,0
0,40,3,2,0,5,2,14,0,1,0,9,0,0,1,0,0,0,0.0,1,0,287,5,5,2,9,1,2,0,0,0,0,1,0,0,0,0,4876,4,1,4,4,0.81,91.18,67.86,60.0,66.67,46.79,0,0,1
0,46,4,2,0,17,3,16,0,1,0,1,0,0,0,0,0,1,0.5,1,0,288,3,4,3,7,1,3,0,0,0,0,1,0,0,0,0,9396,4,3,3,1,0.69,51.76,79.17,23.53,50.0,59.36,0,1,0
1,32,14,8,9,14,8,11,1,0,0,4,0,0,0,0,0,1,0.5,1,0,291,2,4,3,1,0,1,0,1,0,0,0,0,0,0,0,10400,4,2,3,4,0.81,84.71,68.15,100.0,57.14,29.52,0,0,1
0,30,11,8,5,12,8,22,0,1,0,1,0,0,1,0,0,0,0.0,1,0,292,2,1,3,1,0,2,0,0,0,0,0,0,0,0,1,8474,3,3,3,3,0.75,64.71,91.67,91.67,72.73,60.9,1,0,0
0,27,7,7,0,7,7,14,1,0,0,20,0,0,1,0,0,0,1.0,0,0,293,2,3,2,1,0,3,0,1,0,0,0,0,0,0,0,9981,4,3,4,3,0.88,84.12,49.7,100.0,100.0,55.66,1,0,0
0,51,10,9,4,16,7,16,0,1,0,8,0,0,1,0,0,0,0.5,1,0,296,5,4,3,5,2,2,0,0,0,1,0,0,0,0,0,12490,2,1,4,2,0.56,54.12,56.25,62.5,90.0,55.94,0,0,1
1,30,5,2,0,8,4,11,0,1,0,3,0,1,0,0,0,0,0.5,0,1,297,5,3,1,5,0,3,1,0,0,0,0,0,0,0,0,2657,4,3,3,1,0.69,52.35,52.38,62.5,40.0,35.86,1,0,0
0,41,1,0,0,16,0,18,1,0,0,6,0,0,1,0,0,0,0.5,0,1,298,3,3,3,3,0,3,0,0,0,0,0,0,0,1,0,13591,4,3,3,4,0.88,80.0,49.7,6.25,0.0,71.36,1,0,0
1,30,6,3,0,9,1,15,1,0,0,26,0,0,0,1,0,0,1.0,0,0,299,5,4,2,5,0,2,0,1,0,0,0,0,0,0,0,6696,3,2,3,1,0.56,40.59,36.01,66.67,50.0,52.31,1,0,0
1,29,6,2,1,7,5,14,0,1,0,1,0,1,0,0,0,0,0.5,1,0,300,1,3,1,0,0,3,1,0,0,0,0,0,0,0,0,2058,3,2,4,3,0.75,72.94,70.83,85.71,33.33,39.69,1,0,0
0,45,19,7,12,23,8,12,1,0,0,6,0,0,0,0,0,1,0.0,0,0,302,2,3,3,6,0,2,0,1,0,0,0,0,0,0,0,8865,4,3,4,4,0.94,94.71,87.2,82.61,36.84,22.61,1,0,0
0,54,6,2,0,16,5,14,1,0,0,3,0,0,0,1,0,0,0.5,0,0,303,4,3,2,2,1,3,0,1,0,0,0,0,0,0,0,5940,4,3,4,1,0.75,62.94,77.38,37.5,33.33,48.64,0,0,1
0,36,13,11,3,16,7,16,0,1,0,5,0,0,1,0,0,0,0.5,1,0,304,3,2,2,8,0,3,0,0,1,0,0,0,0,0,0,5914,4,4,4,2,0.88,74.12,83.93,81.25,84.62,46.71,1,0,0
0,33,3,2,1,7,1,21,0,1,0,4,0,0,0,0,0,1,0.5,0,0,305,3,4,1,6,0,2,1,0,0,0,0,0,0,0,0,2622,3,3,4,2,0.75,60.59,76.49,42.86,66.67,57.17,0,0,1
0,37,10,8,0,10,7,14,0,1,0,11,1,0,0,0,0,0,1.0,1,1,306,1,3,3,1,3,3,0,0,0,1,0,0,0,0,0,12185,2,3,3,4,0.75,64.12,32.74,100.0,80.0,59.49,0,1,0
